Type,Model,Subject,Task,Run,FileCount
hcp,firstlvl,sub-100206,language,1,12
hcp,firstlvl,sub-100307,language,1,12
hcp,firstlvl,sub-100408,language,1,12
hcp,firstlvl,sub-100610,language,1,12
hcp,firstlvl,sub-101006,language,1,12
hcp,firstlvl,sub-101107,language,1,12
hcp,firstlvl,sub-101309,language,1,12
hcp,firstlvl,sub-101410,language,1,12
hcp,firstlvl,sub-101915,language,1,12
hcp,firstlvl,sub-102008,language,1,12
hcp,firstlvl,sub-102109,language,1,12
hcp,firstlvl,sub-102311,language,1,12
hcp,firstlvl,sub-102513,language,1,12
hcp,firstlvl,sub-102614,language,1,12
hcp,firstlvl,sub-102715,language,1,12
hcp,firstlvl,sub-102816,language,1,12
hcp,firstlvl,sub-103010,language,1,12
hcp,firstlvl,sub-103111,language,1,12
hcp,firstlvl,sub-103212,language,1,12
hcp,firstlvl,sub-103414,language,1,12
hcp,firstlvl,sub-103515,language,1,12
hcp,firstlvl,sub-103818,language,1,12
hcp,firstlvl,sub-104012,language,1,12
hcp,firstlvl,sub-104416,language,1,12
hcp,firstlvl,sub-104820,language,1,12
hcp,firstlvl,sub-105014,language,1,12
hcp,firstlvl,sub-105115,language,1,12
hcp,firstlvl,sub-105216,language,1,12
hcp,firstlvl,sub-105620,language,1,12
hcp,firstlvl,sub-105923,language,1,12
hcp,firstlvl,sub-106016,language,1,12
hcp,firstlvl,sub-106319,language,1,12
hcp,firstlvl,sub-106521,language,1,12
hcp,firstlvl,sub-106824,language,1,12
hcp,firstlvl,sub-107018,language,1,12
hcp,firstlvl,sub-107220,language,1,12
hcp,firstlvl,sub-107321,language,1,12
hcp,firstlvl,sub-107422,language,1,12
hcp,firstlvl,sub-107725,language,1,12
hcp,firstlvl,sub-108020,language,1,12
hcp,firstlvl,sub-108121,language,1,12
hcp,firstlvl,sub-108222,language,1,12
hcp,firstlvl,sub-108323,language,1,12
hcp,firstlvl,sub-108525,language,1,12
hcp,firstlvl,sub-108828,language,1,12
hcp,firstlvl,sub-109123,language,1,12
hcp,firstlvl,sub-109325,language,1,12
hcp,firstlvl,sub-109830,language,1,12
hcp,firstlvl,sub-110007,language,1,12
hcp,firstlvl,sub-110411,language,1,12
hcp,firstlvl,sub-110613,language,1,0
hcp,firstlvl,sub-111009,language,1,12
hcp,firstlvl,sub-111211,language,1,12
hcp,firstlvl,sub-111312,language,1,12
hcp,firstlvl,sub-111413,language,1,12
hcp,firstlvl,sub-111514,language,1,12
hcp,firstlvl,sub-112112,language,1,12
hcp,firstlvl,sub-112314,language,1,12
hcp,firstlvl,sub-112516,language,1,12
hcp,firstlvl,sub-112819,language,1,0
hcp,firstlvl,sub-112920,language,1,12
hcp,firstlvl,sub-113215,language,1,12
hcp,firstlvl,sub-113316,language,1,12
hcp,firstlvl,sub-113417,language,1,0
hcp,firstlvl,sub-113619,language,1,12
hcp,firstlvl,sub-113821,language,1,0
hcp,firstlvl,sub-113922,language,1,12
hcp,firstlvl,sub-114116,language,1,12
hcp,firstlvl,sub-114217,language,1,12
hcp,firstlvl,sub-114318,language,1,0
hcp,firstlvl,sub-114419,language,1,12
hcp,firstlvl,sub-114621,language,1,12
hcp,firstlvl,sub-114823,language,1,12
hcp,firstlvl,sub-114924,language,1,12
hcp,firstlvl,sub-115017,language,1,12
hcp,firstlvl,sub-115219,language,1,12
hcp,firstlvl,sub-115320,language,1,12
hcp,firstlvl,sub-115724,language,1,12
hcp,firstlvl,sub-115825,language,1,12
hcp,firstlvl,sub-116221,language,1,12
hcp,firstlvl,sub-116423,language,1,0
hcp,firstlvl,sub-116524,language,1,12
hcp,firstlvl,sub-117324,language,1,12
hcp,firstlvl,sub-117728,language,1,0
hcp,firstlvl,sub-117930,language,1,12
hcp,firstlvl,sub-118023,language,1,12
hcp,firstlvl,sub-118124,language,1,0
hcp,firstlvl,sub-118225,language,1,12
hcp,firstlvl,sub-118528,language,1,12
hcp,firstlvl,sub-118730,language,1,12
hcp,firstlvl,sub-118831,language,1,12
hcp,firstlvl,sub-118932,language,1,12
hcp,firstlvl,sub-119025,language,1,12
hcp,firstlvl,sub-119126,language,1,12
hcp,firstlvl,sub-119732,language,1,12
hcp,firstlvl,sub-119833,language,1,12
hcp,firstlvl,sub-120010,language,1,0
hcp,firstlvl,sub-120111,language,1,12
hcp,firstlvl,sub-120212,language,1,12
hcp,firstlvl,sub-120414,language,1,12
hcp,firstlvl,sub-120515,language,1,12
hcp,firstlvl,sub-120717,language,1,12
hcp,firstlvl,sub-121315,language,1,0
hcp,firstlvl,sub-121416,language,1,12
hcp,firstlvl,sub-121618,language,1,12
hcp,firstlvl,sub-121719,language,1,0
hcp,firstlvl,sub-121820,language,1,0
hcp,firstlvl,sub-121921,language,1,12
hcp,firstlvl,sub-122317,language,1,12
hcp,firstlvl,sub-122418,language,1,12
hcp,firstlvl,sub-122620,language,1,12
hcp,firstlvl,sub-122822,language,1,12
hcp,firstlvl,sub-123117,language,1,12
hcp,firstlvl,sub-123420,language,1,12
hcp,firstlvl,sub-123521,language,1,12
hcp,firstlvl,sub-123723,language,1,12
hcp,firstlvl,sub-123925,language,1,12
hcp,firstlvl,sub-124220,language,1,12
hcp,firstlvl,sub-124422,language,1,12
hcp,firstlvl,sub-124624,language,1,12
hcp,firstlvl,sub-124826,language,1,0
hcp,firstlvl,sub-125222,language,1,12
hcp,firstlvl,sub-125424,language,1,12
hcp,firstlvl,sub-125525,language,1,12
hcp,firstlvl,sub-126325,language,1,12
hcp,firstlvl,sub-126426,language,1,12
hcp,firstlvl,sub-126628,language,1,12
hcp,firstlvl,sub-127226,language,1,12
hcp,firstlvl,sub-127327,language,1,12
hcp,firstlvl,sub-127630,language,1,12
hcp,firstlvl,sub-127731,language,1,12
hcp,firstlvl,sub-127832,language,1,12
hcp,firstlvl,sub-127933,language,1,12
hcp,firstlvl,sub-128026,language,1,12
hcp,firstlvl,sub-128127,language,1,12
hcp,firstlvl,sub-128329,language,1,0
hcp,firstlvl,sub-128632,language,1,12
hcp,firstlvl,sub-128935,language,1,12
hcp,firstlvl,sub-129028,language,1,12
hcp,firstlvl,sub-129129,language,1,12
hcp,firstlvl,sub-129331,language,1,12
hcp,firstlvl,sub-129634,language,1,12
hcp,firstlvl,sub-129937,language,1,12
hcp,firstlvl,sub-130013,language,1,12
hcp,firstlvl,sub-130114,language,1,12
hcp,firstlvl,sub-130316,language,1,12
hcp,firstlvl,sub-130417,language,1,12
hcp,firstlvl,sub-130518,language,1,12
hcp,firstlvl,sub-130619,language,1,12
hcp,firstlvl,sub-130720,language,1,12
hcp,firstlvl,sub-130922,language,1,12
hcp,firstlvl,sub-131217,language,1,12
hcp,firstlvl,sub-131419,language,1,12
hcp,firstlvl,sub-131722,language,1,12
hcp,firstlvl,sub-131823,language,1,12
hcp,firstlvl,sub-131924,language,1,12
hcp,firstlvl,sub-132017,language,1,12
hcp,firstlvl,sub-133019,language,1,12
hcp,firstlvl,sub-133625,language,1,12
hcp,firstlvl,sub-133827,language,1,12
hcp,firstlvl,sub-134021,language,1,12
hcp,firstlvl,sub-134223,language,1,12
hcp,firstlvl,sub-134425,language,1,12
hcp,firstlvl,sub-134627,language,1,12
hcp,firstlvl,sub-134728,language,1,12
hcp,firstlvl,sub-134829,language,1,12
hcp,firstlvl,sub-135124,language,1,12
hcp,firstlvl,sub-135225,language,1,12
hcp,firstlvl,sub-135528,language,1,12
hcp,firstlvl,sub-135629,language,1,12
hcp,firstlvl,sub-135730,language,1,12
hcp,firstlvl,sub-135932,language,1,12
hcp,firstlvl,sub-136126,language,1,12
hcp,firstlvl,sub-136227,language,1,12
hcp,firstlvl,sub-136631,language,1,12
hcp,firstlvl,sub-136732,language,1,12
hcp,firstlvl,sub-136833,language,1,12
hcp,firstlvl,sub-137027,language,1,12
hcp,firstlvl,sub-137128,language,1,12
hcp,firstlvl,sub-137229,language,1,12
hcp,firstlvl,sub-137431,language,1,12
hcp,firstlvl,sub-137532,language,1,12
hcp,firstlvl,sub-137633,language,1,12
hcp,firstlvl,sub-138130,language,1,12
hcp,firstlvl,sub-138231,language,1,12
hcp,firstlvl,sub-138332,language,1,12
hcp,firstlvl,sub-138534,language,1,12
hcp,firstlvl,sub-138837,language,1,12
hcp,firstlvl,sub-139233,language,1,12
hcp,firstlvl,sub-139435,language,1,12
hcp,firstlvl,sub-139637,language,1,12
hcp,firstlvl,sub-139839,language,1,12
hcp,firstlvl,sub-140319,language,1,12
hcp,firstlvl,sub-140420,language,1,12
hcp,firstlvl,sub-140824,language,1,12
hcp,firstlvl,sub-140925,language,1,12
hcp,firstlvl,sub-141119,language,1,12
hcp,firstlvl,sub-141422,language,1,12
hcp,firstlvl,sub-141826,language,1,12
hcp,firstlvl,sub-142424,language,1,0
hcp,firstlvl,sub-142828,language,1,12
hcp,firstlvl,sub-143224,language,1,12
hcp,firstlvl,sub-143325,language,1,12
hcp,firstlvl,sub-143830,language,1,0
hcp,firstlvl,sub-144125,language,1,12
hcp,firstlvl,sub-144428,language,1,12
hcp,firstlvl,sub-144731,language,1,12
hcp,firstlvl,sub-144832,language,1,12
hcp,firstlvl,sub-144933,language,1,12
hcp,firstlvl,sub-145127,language,1,12
hcp,firstlvl,sub-145531,language,1,0
hcp,firstlvl,sub-145632,language,1,12
hcp,firstlvl,sub-145834,language,1,12
hcp,firstlvl,sub-146129,language,1,12
hcp,firstlvl,sub-146432,language,1,12
hcp,firstlvl,sub-146533,language,1,12
hcp,firstlvl,sub-146634,language,1,12
hcp,firstlvl,sub-146735,language,1,12
hcp,firstlvl,sub-146836,language,1,12
hcp,firstlvl,sub-146937,language,1,12
hcp,firstlvl,sub-147030,language,1,12
hcp,firstlvl,sub-147636,language,1,12
hcp,firstlvl,sub-147737,language,1,12
hcp,firstlvl,sub-148032,language,1,12
hcp,firstlvl,sub-148133,language,1,12
hcp,firstlvl,sub-148335,language,1,12
hcp,firstlvl,sub-148436,language,1,12
hcp,firstlvl,sub-148840,language,1,12
hcp,firstlvl,sub-148941,language,1,12
hcp,firstlvl,sub-149236,language,1,12
hcp,firstlvl,sub-149337,language,1,12
hcp,firstlvl,sub-149539,language,1,12
hcp,firstlvl,sub-149741,language,1,12
hcp,firstlvl,sub-149842,language,1,12
hcp,firstlvl,sub-150019,language,1,12
hcp,firstlvl,sub-150625,language,1,12
hcp,firstlvl,sub-150726,language,1,12
hcp,firstlvl,sub-150928,language,1,12
hcp,firstlvl,sub-151021,language,1,12
hcp,firstlvl,sub-151223,language,1,12
hcp,firstlvl,sub-151324,language,1,12
hcp,firstlvl,sub-151425,language,1,12
hcp,firstlvl,sub-151526,language,1,12
hcp,firstlvl,sub-151627,language,1,12
hcp,firstlvl,sub-151728,language,1,12
hcp,firstlvl,sub-151829,language,1,12
hcp,firstlvl,sub-151930,language,1,12
hcp,firstlvl,sub-152225,language,1,12
hcp,firstlvl,sub-152427,language,1,12
hcp,firstlvl,sub-152831,language,1,12
hcp,firstlvl,sub-153025,language,1,12
hcp,firstlvl,sub-153126,language,1,12
hcp,firstlvl,sub-153227,language,1,12
hcp,firstlvl,sub-153429,language,1,12
hcp,firstlvl,sub-153631,language,1,12
hcp,firstlvl,sub-153732,language,1,12
hcp,firstlvl,sub-153833,language,1,12
hcp,firstlvl,sub-153934,language,1,12
hcp,firstlvl,sub-154229,language,1,12
hcp,firstlvl,sub-154431,language,1,12
hcp,firstlvl,sub-154532,language,1,12
hcp,firstlvl,sub-154734,language,1,12
hcp,firstlvl,sub-154835,language,1,12
hcp,firstlvl,sub-154936,language,1,12
hcp,firstlvl,sub-155231,language,1,12
hcp,firstlvl,sub-155635,language,1,12
hcp,firstlvl,sub-156031,language,1,12
hcp,firstlvl,sub-156233,language,1,0
hcp,firstlvl,sub-156435,language,1,12
hcp,firstlvl,sub-156536,language,1,12
hcp,firstlvl,sub-156637,language,1,12
hcp,firstlvl,sub-157437,language,1,12
hcp,firstlvl,sub-157942,language,1,12
hcp,firstlvl,sub-158035,language,1,12
hcp,firstlvl,sub-158136,language,1,12
hcp,firstlvl,sub-158338,language,1,12
hcp,firstlvl,sub-158540,language,1,12
hcp,firstlvl,sub-158843,language,1,12
hcp,firstlvl,sub-159138,language,1,12
hcp,firstlvl,sub-159340,language,1,12
hcp,firstlvl,sub-159441,language,1,12
hcp,firstlvl,sub-159744,language,1,12
hcp,firstlvl,sub-159845,language,1,0
hcp,firstlvl,sub-159946,language,1,12
hcp,firstlvl,sub-160123,language,1,0
hcp,firstlvl,sub-160729,language,1,12
hcp,firstlvl,sub-160830,language,1,12
hcp,firstlvl,sub-160931,language,1,12
hcp,firstlvl,sub-161327,language,1,12
hcp,firstlvl,sub-161630,language,1,12
hcp,firstlvl,sub-161731,language,1,12
hcp,firstlvl,sub-161832,language,1,12
hcp,firstlvl,sub-162026,language,1,12
hcp,firstlvl,sub-162228,language,1,12
hcp,firstlvl,sub-162329,language,1,12
hcp,firstlvl,sub-162733,language,1,12
hcp,firstlvl,sub-162935,language,1,12
hcp,firstlvl,sub-163129,language,1,12
hcp,firstlvl,sub-163331,language,1,12
hcp,firstlvl,sub-163432,language,1,0
hcp,firstlvl,sub-163836,language,1,12
hcp,firstlvl,sub-164030,language,1,12
hcp,firstlvl,sub-164131,language,1,12
hcp,firstlvl,sub-164636,language,1,12
hcp,firstlvl,sub-164939,language,1,12
hcp,firstlvl,sub-165032,language,1,12
hcp,firstlvl,sub-165234,language,1,0
hcp,firstlvl,sub-165436,language,1,12
hcp,firstlvl,sub-165638,language,1,12
hcp,firstlvl,sub-165941,language,1,12
hcp,firstlvl,sub-166438,language,1,12
hcp,firstlvl,sub-166640,language,1,12
hcp,firstlvl,sub-167238,language,1,12
hcp,firstlvl,sub-167440,language,1,12
hcp,firstlvl,sub-168139,language,1,12
hcp,firstlvl,sub-168240,language,1,12
hcp,firstlvl,sub-168341,language,1,12
hcp,firstlvl,sub-168947,language,1,12
hcp,firstlvl,sub-169040,language,1,12
hcp,firstlvl,sub-169141,language,1,0
hcp,firstlvl,sub-169444,language,1,12
hcp,firstlvl,sub-169545,language,1,12
hcp,firstlvl,sub-169747,language,1,12
hcp,firstlvl,sub-169949,language,1,12
hcp,firstlvl,sub-170631,language,1,12
hcp,firstlvl,sub-170934,language,1,12
hcp,firstlvl,sub-171128,language,1,0
hcp,firstlvl,sub-171330,language,1,12
hcp,firstlvl,sub-171431,language,1,0
hcp,firstlvl,sub-171532,language,1,12
hcp,firstlvl,sub-171633,language,1,12
hcp,firstlvl,sub-171734,language,1,12
hcp,firstlvl,sub-172029,language,1,12
hcp,firstlvl,sub-172332,language,1,12
hcp,firstlvl,sub-172433,language,1,12
hcp,firstlvl,sub-172534,language,1,12
hcp,firstlvl,sub-172635,language,1,12
hcp,firstlvl,sub-172938,language,1,12
hcp,firstlvl,sub-173132,language,1,0
hcp,firstlvl,sub-173233,language,1,12
hcp,firstlvl,sub-173435,language,1,12
hcp,firstlvl,sub-173536,language,1,12
hcp,firstlvl,sub-173637,language,1,12
hcp,firstlvl,sub-173738,language,1,12
hcp,firstlvl,sub-173839,language,1,12
hcp,firstlvl,sub-173940,language,1,12
hcp,firstlvl,sub-174437,language,1,12
hcp,firstlvl,sub-174841,language,1,12
hcp,firstlvl,sub-175035,language,1,12
hcp,firstlvl,sub-175136,language,1,12
hcp,firstlvl,sub-175237,language,1,12
hcp,firstlvl,sub-175338,language,1,12
hcp,firstlvl,sub-175439,language,1,12
hcp,firstlvl,sub-175540,language,1,12
hcp,firstlvl,sub-175742,language,1,12
hcp,firstlvl,sub-176037,language,1,12
hcp,firstlvl,sub-176239,language,1,0
hcp,firstlvl,sub-176441,language,1,12
hcp,firstlvl,sub-176542,language,1,12
hcp,firstlvl,sub-176744,language,1,12
hcp,firstlvl,sub-176845,language,1,12
hcp,firstlvl,sub-177140,language,1,12
hcp,firstlvl,sub-177241,language,1,12
hcp,firstlvl,sub-177342,language,1,0
hcp,firstlvl,sub-177645,language,1,12
hcp,firstlvl,sub-177746,language,1,12
hcp,firstlvl,sub-178142,language,1,12
hcp,firstlvl,sub-178243,language,1,0
hcp,firstlvl,sub-178647,language,1,12
hcp,firstlvl,sub-178849,language,1,12
hcp,firstlvl,sub-178950,language,1,12
hcp,firstlvl,sub-179245,language,1,12
hcp,firstlvl,sub-179346,language,1,12
hcp,firstlvl,sub-179548,language,1,12
hcp,firstlvl,sub-179952,language,1,0
hcp,firstlvl,sub-180129,language,1,12
hcp,firstlvl,sub-180230,language,1,12
hcp,firstlvl,sub-180432,language,1,12
hcp,firstlvl,sub-180735,language,1,12
hcp,firstlvl,sub-180836,language,1,12
hcp,firstlvl,sub-180937,language,1,12
hcp,firstlvl,sub-181131,language,1,12
hcp,firstlvl,sub-181636,language,1,0
hcp,firstlvl,sub-182032,language,1,12
hcp,firstlvl,sub-182739,language,1,12
hcp,firstlvl,sub-182840,language,1,12
hcp,firstlvl,sub-183034,language,1,12
hcp,firstlvl,sub-183337,language,1,12
hcp,firstlvl,sub-183741,language,1,12
hcp,firstlvl,sub-185038,language,1,12
hcp,firstlvl,sub-185139,language,1,12
hcp,firstlvl,sub-185341,language,1,12
hcp,firstlvl,sub-185846,language,1,12
hcp,firstlvl,sub-185947,language,1,12
hcp,firstlvl,sub-186040,language,1,12
hcp,firstlvl,sub-186141,language,1,12
hcp,firstlvl,sub-186444,language,1,12
hcp,firstlvl,sub-186545,language,1,12
hcp,firstlvl,sub-186848,language,1,12
hcp,firstlvl,sub-186949,language,1,0
hcp,firstlvl,sub-187143,language,1,12
hcp,firstlvl,sub-187547,language,1,12
hcp,firstlvl,sub-187850,language,1,12
hcp,firstlvl,sub-188145,language,1,12
hcp,firstlvl,sub-188347,language,1,0
hcp,firstlvl,sub-188448,language,1,12
hcp,firstlvl,sub-188549,language,1,12
hcp,firstlvl,sub-188751,language,1,12
hcp,firstlvl,sub-189349,language,1,12
hcp,firstlvl,sub-189450,language,1,12
hcp,firstlvl,sub-189652,language,1,12
hcp,firstlvl,sub-190031,language,1,12
hcp,firstlvl,sub-191033,language,1,12
hcp,firstlvl,sub-191235,language,1,12
hcp,firstlvl,sub-191437,language,1,12
hcp,firstlvl,sub-191841,language,1,12
hcp,firstlvl,sub-191942,language,1,12
hcp,firstlvl,sub-192035,language,1,12
hcp,firstlvl,sub-192136,language,1,12
hcp,firstlvl,sub-192237,language,1,12
hcp,firstlvl,sub-192540,language,1,12
hcp,firstlvl,sub-192641,language,1,12
hcp,firstlvl,sub-192843,language,1,12
hcp,firstlvl,sub-193239,language,1,12
hcp,firstlvl,sub-193441,language,1,0
hcp,firstlvl,sub-193845,language,1,12
hcp,firstlvl,sub-194140,language,1,12
hcp,firstlvl,sub-194443,language,1,0
hcp,firstlvl,sub-194645,language,1,12
hcp,firstlvl,sub-194746,language,1,12
hcp,firstlvl,sub-194847,language,1,12
hcp,firstlvl,sub-195041,language,1,12
hcp,firstlvl,sub-195445,language,1,12
hcp,firstlvl,sub-195647,language,1,12
hcp,firstlvl,sub-195849,language,1,12
hcp,firstlvl,sub-195950,language,1,12
hcp,firstlvl,sub-196144,language,1,12
hcp,firstlvl,sub-196346,language,1,12
hcp,firstlvl,sub-196750,language,1,12
hcp,firstlvl,sub-196952,language,1,12
hcp,firstlvl,sub-197348,language,1,12
hcp,firstlvl,sub-197550,language,1,12
hcp,firstlvl,sub-197651,language,1,12
hcp,firstlvl,sub-198047,language,1,12
hcp,firstlvl,sub-198249,language,1,12
hcp,firstlvl,sub-198350,language,1,12
hcp,firstlvl,sub-198451,language,1,12
hcp,firstlvl,sub-198653,language,1,12
hcp,firstlvl,sub-198855,language,1,12
hcp,firstlvl,sub-199150,language,1,12
hcp,firstlvl,sub-199251,language,1,0
hcp,firstlvl,sub-199352,language,1,12
hcp,firstlvl,sub-199453,language,1,12
hcp,firstlvl,sub-199655,language,1,12
hcp,firstlvl,sub-199958,language,1,12
hcp,firstlvl,sub-200008,language,1,12
hcp,firstlvl,sub-200109,language,1,12
hcp,firstlvl,sub-200311,language,1,12
hcp,firstlvl,sub-200513,language,1,12
hcp,firstlvl,sub-200917,language,1,12
hcp,firstlvl,sub-201111,language,1,12
hcp,firstlvl,sub-201414,language,1,12
hcp,firstlvl,sub-201515,language,1,12
hcp,firstlvl,sub-201717,language,1,0
hcp,firstlvl,sub-201818,language,1,12
hcp,firstlvl,sub-202113,language,1,12
hcp,firstlvl,sub-202719,language,1,12
hcp,firstlvl,sub-202820,language,1,12
hcp,firstlvl,sub-203418,language,1,12
hcp,firstlvl,sub-203923,language,1,12
hcp,firstlvl,sub-204016,language,1,12
hcp,firstlvl,sub-204218,language,1,12
hcp,firstlvl,sub-204319,language,1,12
hcp,firstlvl,sub-204420,language,1,12
hcp,firstlvl,sub-204521,language,1,12
hcp,firstlvl,sub-204622,language,1,12
hcp,firstlvl,sub-205119,language,1,12
hcp,firstlvl,sub-205220,language,1,12
hcp,firstlvl,sub-205725,language,1,12
hcp,firstlvl,sub-205826,language,1,12
hcp,firstlvl,sub-206222,language,1,12
hcp,firstlvl,sub-206323,language,1,12
hcp,firstlvl,sub-206525,language,1,12
hcp,firstlvl,sub-206727,language,1,12
hcp,firstlvl,sub-206828,language,1,12
hcp,firstlvl,sub-206929,language,1,12
hcp,firstlvl,sub-207123,language,1,12
hcp,firstlvl,sub-208024,language,1,0
hcp,firstlvl,sub-208125,language,1,12
hcp,firstlvl,sub-208226,language,1,12
hcp,firstlvl,sub-208327,language,1,12
hcp,firstlvl,sub-208630,language,1,12
hcp,firstlvl,sub-209127,language,1,12
hcp,firstlvl,sub-209228,language,1,12
hcp,firstlvl,sub-209329,language,1,12
hcp,firstlvl,sub-209531,language,1,0
hcp,firstlvl,sub-209834,language,1,12
hcp,firstlvl,sub-209935,language,1,12
hcp,firstlvl,sub-210011,language,1,12
hcp,firstlvl,sub-210112,language,1,12
hcp,firstlvl,sub-210617,language,1,12
hcp,firstlvl,sub-211114,language,1,12
hcp,firstlvl,sub-211215,language,1,12
hcp,firstlvl,sub-211316,language,1,12
hcp,firstlvl,sub-211417,language,1,12
hcp,firstlvl,sub-211619,language,1,12
hcp,firstlvl,sub-211720,language,1,12
hcp,firstlvl,sub-211821,language,1,12
hcp,firstlvl,sub-211922,language,1,12
hcp,firstlvl,sub-212015,language,1,12
hcp,firstlvl,sub-212116,language,1,12
hcp,firstlvl,sub-212217,language,1,12
hcp,firstlvl,sub-212318,language,1,12
hcp,firstlvl,sub-212823,language,1,12
hcp,firstlvl,sub-213017,language,1,12
hcp,firstlvl,sub-213421,language,1,12
hcp,firstlvl,sub-213522,language,1,12
hcp,firstlvl,sub-214221,language,1,12
hcp,firstlvl,sub-214423,language,1,12
hcp,firstlvl,sub-214524,language,1,12
hcp,firstlvl,sub-214625,language,1,12
hcp,firstlvl,sub-214726,language,1,12
hcp,firstlvl,sub-217126,language,1,12
hcp,firstlvl,sub-217429,language,1,12
hcp,firstlvl,sub-219231,language,1,12
hcp,firstlvl,sub-220721,language,1,12
hcp,firstlvl,sub-221218,language,1,0
hcp,firstlvl,sub-221319,language,1,12
hcp,firstlvl,sub-223929,language,1,12
hcp,firstlvl,sub-224022,language,1,12
hcp,firstlvl,sub-227432,language,1,12
hcp,firstlvl,sub-227533,language,1,12
hcp,firstlvl,sub-228434,language,1,12
hcp,firstlvl,sub-233326,language,1,12
hcp,firstlvl,sub-236130,language,1,12
hcp,firstlvl,sub-237334,language,1,12
hcp,firstlvl,sub-238033,language,1,12
hcp,firstlvl,sub-239136,language,1,12
hcp,firstlvl,sub-239944,language,1,12
hcp,firstlvl,sub-245333,language,1,12
hcp,firstlvl,sub-246133,language,1,12
hcp,firstlvl,sub-248238,language,1,12
hcp,firstlvl,sub-248339,language,1,12
hcp,firstlvl,sub-249947,language,1,0
hcp,firstlvl,sub-250427,language,1,12
hcp,firstlvl,sub-250932,language,1,12
hcp,firstlvl,sub-251833,language,1,12
hcp,firstlvl,sub-255639,language,1,12
hcp,firstlvl,sub-255740,language,1,12
hcp,firstlvl,sub-256540,language,1,12
hcp,firstlvl,sub-257542,language,1,12
hcp,firstlvl,sub-257845,language,1,12
hcp,firstlvl,sub-257946,language,1,12
hcp,firstlvl,sub-268749,language,1,12
hcp,firstlvl,sub-268850,language,1,12
hcp,firstlvl,sub-270332,language,1,12
hcp,firstlvl,sub-274542,language,1,12
hcp,firstlvl,sub-275645,language,1,12
hcp,firstlvl,sub-280739,language,1,12
hcp,firstlvl,sub-280941,language,1,12
hcp,firstlvl,sub-281135,language,1,12
hcp,firstlvl,sub-283543,language,1,12
hcp,firstlvl,sub-284646,language,1,12
hcp,firstlvl,sub-285345,language,1,12
hcp,firstlvl,sub-285446,language,1,12
hcp,firstlvl,sub-286650,language,1,12
hcp,firstlvl,sub-287248,language,1,12
hcp,firstlvl,sub-289555,language,1,12
hcp,firstlvl,sub-290136,language,1,12
hcp,firstlvl,sub-293748,language,1,12
hcp,firstlvl,sub-295146,language,1,12
hcp,firstlvl,sub-297655,language,1,12
hcp,firstlvl,sub-298051,language,1,12
hcp,firstlvl,sub-298455,language,1,0
hcp,firstlvl,sub-299154,language,1,12
hcp,firstlvl,sub-299760,language,1,12
hcp,firstlvl,sub-300618,language,1,12
hcp,firstlvl,sub-300719,language,1,12
hcp,firstlvl,sub-303119,language,1,12
hcp,firstlvl,sub-303624,language,1,12
hcp,firstlvl,sub-304020,language,1,12
hcp,firstlvl,sub-304727,language,1,12
hcp,firstlvl,sub-305830,language,1,12
hcp,firstlvl,sub-307127,language,1,12
hcp,firstlvl,sub-308129,language,1,12
hcp,firstlvl,sub-308331,language,1,12
hcp,firstlvl,sub-309636,language,1,12
hcp,firstlvl,sub-310621,language,1,12
hcp,firstlvl,sub-311320,language,1,12
hcp,firstlvl,sub-314225,language,1,12
hcp,firstlvl,sub-316633,language,1,12
hcp,firstlvl,sub-316835,language,1,12
hcp,firstlvl,sub-317332,language,1,12
hcp,firstlvl,sub-320826,language,1,12
hcp,firstlvl,sub-321323,language,1,12
hcp,firstlvl,sub-322224,language,1,12
hcp,firstlvl,sub-325129,language,1,12
hcp,firstlvl,sub-329440,language,1,12
hcp,firstlvl,sub-329844,language,1,12
hcp,firstlvl,sub-330324,language,1,12
hcp,firstlvl,sub-333330,language,1,12
hcp,firstlvl,sub-334635,language,1,12
hcp,firstlvl,sub-336841,language,1,12
hcp,firstlvl,sub-339847,language,1,12
hcp,firstlvl,sub-341834,language,1,12
hcp,firstlvl,sub-342129,language,1,12
hcp,firstlvl,sub-346945,language,1,12
hcp,firstlvl,sub-349244,language,1,0
hcp,firstlvl,sub-350330,language,1,12
hcp,firstlvl,sub-351938,language,1,12
hcp,firstlvl,sub-352132,language,1,12
hcp,firstlvl,sub-352738,language,1,12
hcp,firstlvl,sub-353740,language,1,12
hcp,firstlvl,sub-355239,language,1,12
hcp,firstlvl,sub-356948,language,1,12
hcp,firstlvl,sub-358144,language,1,0
hcp,firstlvl,sub-360030,language,1,12
hcp,firstlvl,sub-361234,language,1,12
hcp,firstlvl,sub-361941,language,1,12
hcp,firstlvl,sub-362034,language,1,0
hcp,firstlvl,sub-365343,language,1,12
hcp,firstlvl,sub-366042,language,1,12
hcp,firstlvl,sub-366446,language,1,12
hcp,firstlvl,sub-368551,language,1,12
hcp,firstlvl,sub-368753,language,1,12
hcp,firstlvl,sub-371843,language,1,12
hcp,firstlvl,sub-376247,language,1,12
hcp,firstlvl,sub-377451,language,1,12
hcp,firstlvl,sub-378756,language,1,12
hcp,firstlvl,sub-378857,language,1,12
hcp,firstlvl,sub-379657,language,1,12
hcp,firstlvl,sub-380036,language,1,12
hcp,firstlvl,sub-381543,language,1,12
hcp,firstlvl,sub-382242,language,1,12
hcp,firstlvl,sub-385046,language,1,12
